OG	Median OG length (bp)	Proportion contexts near scaffold edge	Number of genomes with OG	Number of instances	Context variability score	Context variability score - complete contexts	Context entropy score	Context entropy score - complete contexts	Number of distinct neighbor OGs	Number of distinct OGs from complete contexts	Avg. number of distinct neighbor OGs	Avg. number of distinct neighbor OGs from complete contexts	description 	cog
OG0008245	138	0	1	1	1	1	2.48	2.48	12	12	12	12	#N/A	#N/A
OG0003624	625.5	0	4	4	0.59	0.59	2.51	2.51	14	14	8.25	8.25	Glyoxalase-like domain	E
OG0004646	5991	0	1	2	0.77	0.77	2.51	2.51	13	13	10	10	#N/A	#N/A
OG0004802	765	1	2	2	0.88	NA	2.53	NA	13	0	11.5	11.5	#N/A	#N/A
OG0003399	168	0	5	5	0.92	0.92	2.54	2.54	13	13	12	12	-	-
OG0004142	315	0	2	2	0.96	0.96	2.55	2.55	13	13	12.5	12.5	#N/A	#N/A
OG0004584	102	0	2	2	0.96	0.96	2.55	2.55	13	13	12.5	12.5	#N/A	#N/A
OG0004141	393	0	2	2	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0004887	150	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0004916	93	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0004989	132	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0005013	174	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0005033	204	0	1	1	1	1	2.56	2.56	13	13	13	13	NmrA-like family	GM
OG0005170	306	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0005171	3321	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0005235	249	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0005239	210	0	1	1	1	1	2.56	2.56	13	13	13	13	Mannitol-1-phosphate 5-dehydrogenase	E
OG0005328	168	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0005603	108	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0005662	243	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0005667	171	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0005668	216	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0005718	135	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0005768	222	1	1	1	1	NA	2.56	NA	13	0	13	13	Carbon starvation protein	T
OG0005806	105	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0005814	4572	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0005841	195	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0005985	156	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0005994	165	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0006859	7278	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0007038	123	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0007069	468	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0007226	291	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0007251	423	0	1	1	1	1	2.56	2.56	13	13	13	13	"redox protein, regulator of disulfide bond formation"	O
OG0007257	585	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0007290	285	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0007417	102	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0007446	417	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0007507	93	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0007526	501	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0007531	633	1	1	1	1	NA	2.56	NA	13	0	13	13	ABC transporter transmembrane region	V
OG0007537	105	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0007539	372	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0007543	651	1	1	1	1	NA	2.56	NA	13	0	13	13	-	-
OG0007599	234	0	1	1	1	1	2.56	2.56	13	13	13	13	monodehydroascorbate reductase (NADH) activity	J
OG0007643	588	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0007694	1149	0	1	1	1	1	2.56	2.56	13	13	13	13	HNH nucleases	L
OG0007707	105	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0007797	249	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0007882	1068	0	1	1	1	1	2.56	2.56	13	13	13	13	coenzyme F420-1:gamma-L-glutamate ligase activity	C
OG0007884	189	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0007953	96	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0007956	219	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0007995	270	1	1	1	1	NA	2.56	NA	13	0	13	13	reverse transcriptase	L
OG0008065	768	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0008067	189	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0008106	339	1	1	1	1	NA	2.56	NA	13	0	13	13	#N/A	#N/A
OG0008165	603	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0008168	363	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0008170	126	0	1	1	1	1	2.56	2.56	13	13	13	13	#N/A	#N/A
OG0004733	171	0.5	2	2	0.68	0.68	2.58	2.64	14	14	9.5	9.5	histone deacetylase	BQ
OG0004362	210	0	2	2	0.82	0.82	2.59	2.59	14	14	11.5	11.5	#N/A	#N/A
OG0004100	447	0	1	3	0.91	0.91	2.6	2.6	14	14	12.67	12.67	#N/A	#N/A
OG0004748	243	0	2	2	0.93	0.93	2.62	2.62	14	14	13	13	#N/A	#N/A
OG0004214	5904	0	2	2	0.96	0.96	2.63	2.63	14	14	13.5	13.5	#N/A	#N/A
OG0004789	876	0	2	2	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0004888	147	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0004928	537	0	1	1	1	1	2.64	2.64	14	14	14	14	-	-
OG0004930	297	0	1	1	1	1	2.64	2.64	14	14	14	14	"Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins"	O
OG0004960	192	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0004977	192	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005036	147	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0005037	525	1	1	1	1	NA	2.64	NA	14	0	14	14	Putative bacteriophage terminase small subunit	S
OG0005038	231	1	1	1	1	NA	2.64	NA	14	0	14	14	-	-
OG0005186	273	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0005197	471	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005233	189	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005271	1101	0	1	1	1	1	2.64	2.64	14	14	14	14	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	NU
OG0005274	9831	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005284	354	0	1	1	1	1	2.64	2.64	14	14	14	14	Belongs to the arginase family	E
OG0005304	144	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005333	402	0	1	1	1	1	2.64	2.64	14	14	14	14	Membrane	M
OG0005344	171	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005378	297	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0005395	453	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0005490	945	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005491	384	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005493	312	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005513	114	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0005571	1323	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0005604	117	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005605	120	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005672	99	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005812	180	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0005846	180	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0005942	504	1	1	1	1	NA	2.64	NA	14	0	14	14	OsmC-like protein	O
OG0006010	93	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0006256	321	0	1	1	1	1	2.64	2.64	14	14	14	14	"COG0179 2-keto-4-pentenoate hydratase 2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)"	Q
OG0006678	168	0	1	1	1	1	2.64	2.64	14	14	14	14	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate	G
OG0006829	444	0	1	1	1	1	2.64	2.64	14	14	14	14	Cadmium resistance transporter	P
OG0006840	249	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0006885	93	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0006894	153	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0006924	312	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0006979	93	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007013	213	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007107	135	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007130	372	0	1	1	1	1	2.64	2.64	14	14	14	14	Bacterial PH domain	S
OG0007184	318	1	1	1	1	NA	2.64	NA	14	0	14	14	-	-
OG0007185	249	1	1	1	1	NA	2.64	NA	14	0	14	14	Antitoxin component of a toxin-antitoxin (TA) module	D
OG0007192	279	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007215	195	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007235	5133	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007242	96	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007256	936	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007265	267	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007341	396	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007418	93	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007422	423	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007439	507	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007442	3891	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007452	141	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007460	351	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007478	186	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007529	381	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0007540	303	1	1	1	1	NA	2.64	NA	14	0	14	14	peroxiredoxin activity	S
OG0007541	444	1	1	1	1	NA	2.64	NA	14	0	14	14	PFAM Polyketide cyclase dehydrase and lipid transport	I
OG0007542	519	1	1	1	1	NA	2.64	NA	14	0	14	14	"Catalyzes 2 different reactions between oxygene and the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK-MTPene) depending upon the metal bound in the active site. Fe-containing acireductone dioxygenase (Fe-ARD) produces formate and 2-keto-4- methylthiobutyrate (KMTB), the alpha-ketoacid precursor of methionine in the methionine recycle pathway. Ni-containing acireductone dioxygenase (Ni-ARD) produces methylthiopropionate, carbon monoxide and formate, and does not lie on the methionine recycle pathway"	S
OG0007548	264	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007617	93	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007657	861	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0007689	222	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0007690	144	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0007691	174	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0007692	90	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007698	477	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007699	1008	0	1	1	1	1	2.64	2.64	14	14	14	14	Belongs to the PdxA family	H
OG0007711	861	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007723	111	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007765	288	0	1	1	1	1	2.64	2.64	14	14	14	14	Bacteriocin class IId cyclical uberolysin-like	S
OG0007806	1083	0	1	1	1	1	2.64	2.64	14	14	14	14	DNA helicase	L
OG0007839	111	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007876	261	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007881	1446	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007920	117	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0007943	138	0	1	1	1	1	2.64	2.64	14	14	14	14	PFAM SpoVT AbrB	T
OG0008084	126	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0008085	120	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0008087	168	1	1	1	1	NA	2.64	NA	14	0	14	14	#N/A	#N/A
OG0008088	606	1	1	1	1	NA	2.64	NA	14	0	14	14	"L-proline 3-hydroxylase, C-terminal"	O
OG0008144	810	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0008150	264	0	1	1	1	1	2.64	2.64	14	14	14	14	"Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the pyruvate, phosphate dikinase (PPDK) by catalyzing its phosphorylation dephosphorylation"	S
OG0008166	351	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0008167	444	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0008169	621	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0008171	972	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0008215	624	0	1	1	1	1	2.64	2.64	14	14	14	14	#N/A	#N/A
OG0003953	696	0.67	3	3	0.71	0.71	2.65	2.77	16	16	11.33	11.33	#N/A	#N/A
OG0004202	216	0	2	2	0.83	0.83	2.66	2.66	15	15	12.5	12.5	#N/A	#N/A
OG0004090	258	0.33	3	3	0.84	0.84	2.67	2.69	15	15	12.67	12.67	#N/A	#N/A
OG0002795	198	0.1	10	10	0.76	0.76	2.68	2.69	17	17	13	13	-	-
OG0004143	678	0	2	2	0.9	0.9	2.68	2.68	15	15	13.5	13.5	#N/A	#N/A
OG0004144	312	0	2	2	0.93	0.93	2.69	2.69	15	15	14	14	#N/A	#N/A
OG0004311	966	0	1	2	0.97	0.97	2.7	2.7	15	15	14.5	14.5	#N/A	#N/A
OG0004312	318	0	1	2	0.97	0.97	2.7	2.7	15	15	14.5	14.5	#N/A	#N/A
OG0004333	2959.5	1	2	2	0.69	NA	2.71	NA	16	0	11	11	#N/A	#N/A
OG0004375	106.5	1	2	2	0.5	NA	2.71	NA	15	0	7.5	7.5	#N/A	#N/A
OG0004834	6210	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0004868	789	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0004899	204	0	1	1	1	1	2.71	2.71	15	15	15	15	"to gi 22127301 ref NP_670724.1 Yersinia pestis KIM , percent identity"	EG
OG0004920	135	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0004942	174	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0004952	549	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005012	186	1	1	1	1	NA	2.71	NA	15	0	15	15	-	-
OG0005020	360	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0005025	189	0	1	1	1	1	2.71	2.71	15	15	15	15	Lantibiotic alpha	S
OG0005031	183	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005082	105	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0005142	180	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0005167	132	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005169	705	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0005187	651	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0005212	522	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005234	2439	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005253	525	0	1	1	1	1	2.71	2.71	15	15	15	15	AI-2E family transporter	S
OG0005270	264	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005299	474	0	1	1	1	1	2.71	2.71	15	15	15	15	Belongs to the pyruvate kinase family	F
OG0005332	483	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005347	1143	0	1	1	1	1	2.71	2.71	15	15	15	15	HNH endonuclease	V
OG0005354	279	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0005382	159	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0005487	411	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005488	2097	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005489	1380	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005492	531	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005494	795	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005495	1266	0	1	1	1	1	2.71	2.71	15	15	15	15	Polysaccharide pyruvyl transferase	S
OG0005518	114	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005570	423	1	1	1	1	NA	2.71	NA	15	0	15	15	Putative ATP-dependent DNA helicase recG C-terminal	K
OG0005592	1680	0	1	1	1	1	2.71	2.71	15	15	15	15	"D-lactate dehydrogenase, membrane binding"	C
OG0005598	93	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005615	180	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005617	246	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005696	237	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005719	4683	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005813	438	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005842	177	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0005847	171	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0005868	96	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005869	177	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0005872	105	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0006045	267	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0006118	702	0	1	1	1	1	2.71	2.71	15	15	15	15	YibE F-like protein	S
OG0006120	159	0	1	1	1	1	2.71	2.71	15	15	15	15	"DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity"	L
OG0006254	285	0	1	1	1	1	2.71	2.71	15	15	15	15	Belongs to the GPI family	G
OG0006773	198	0	1	1	1	1	2.71	2.71	15	15	15	15	Belongs to the nlpA lipoprotein family	P
OG0006854	111	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0006886	291	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0006889	243	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0006891	942	0	1	1	1	1	2.71	2.71	15	15	15	15	-	-
OG0006893	966	0	1	1	1	1	2.71	2.71	15	15	15	15	NgoFVII restriction endonuclease	S
OG0006960	735	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0006998	420	0	1	1	1	1	2.71	2.71	15	15	15	15	CRISPR-associated protein (Cas_Csm6)	S
OG0007009	111	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007034	90	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007035	96	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007067	90	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0007070	264	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0007071	267	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0007072	258	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0007087	1224	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007097	315	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007116	168	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007193	2487	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007194	2592	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007205	105	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007208	231	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007212	723	0	1	1	1	1	2.71	2.71	15	15	15	15	"Psort location Cytoplasmic, score"	S
OG0007252	1071	0	1	1	1	1	2.71	2.71	15	15	15	15	"nucleotide phosphatase activity, acting on free nucleotides"	F
OG0007315	636	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007322	93	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007327	1206	0	1	1	1	1	2.71	2.71	15	15	15	15	Restriction endonuclease	V
OG0007329	96	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007443	2595	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007476	7539	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007477	216	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007479	210	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007506	108	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0007549	195	0	1	1	1	1	2.71	2.71	15	15	15	15	Pyridine nucleotide-disulphide oxidoreductase	P
OG0007669	261	0	1	1	1	1	2.71	2.71	15	15	15	15	23S rRNA (guanine(2445)-N(2))-methyltransferase activity	L
OG0007676	153	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007712	849	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007714	333	0	1	1	1	1	2.71	2.71	15	15	15	15	mannose-6-phosphate isomerase	G
OG0007727	1452	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007731	186	1	1	1	1	NA	2.71	NA	15	0	15	15	COG1179 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1	H
OG0007808	102	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0007836	1593	0	1	1	1	1	2.71	2.71	15	15	15	15	-	-
OG0007875	2148	0	1	1	1	1	2.71	2.71	15	15	15	15	AAA domain	S
OG0007954	162	1	1	1	1	NA	2.71	NA	15	0	15	15	#N/A	#N/A
OG0008001	336	1	1	1	1	NA	2.71	NA	15	0	15	15	NAD dependent epimerase/dehydratase family	GM
OG0008003	171	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0008006	747	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0008044	798	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0008105	192	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0008130	144	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0008135	171	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0008145	852	0	1	1	1	1	2.71	2.71	15	15	15	15	-	-
OG0008176	687	0	1	1	1	1	2.71	2.71	15	15	15	15	#N/A	#N/A
OG0008224	786	1	1	1	1	NA	2.71	NA	15	0	15	15	"racemase activity, acting on amino acids and derivatives"	M
OG0003422	477	1	5	5	0.27	NA	2.72	NA	18	0	4.8	4.8	Firmicute plasmid replication protein (RepL)	K
OG0001410	576	0.22	76	76	0.27	0.29	2.73	2.74	44	40	11.66	11.66	"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate"	E
OG0003106	894	0.14	7	7	0.85	0.85	2.73	2.74	17	17	14.43	14.43	"Transfers an acetyl group from acetyl-CoA to L- homoserine, forming acetyl-L-homoserine"	E
OG0004241	456	0	2	2	0.84	0.84	2.73	2.73	16	16	13.5	13.5	#N/A	#N/A
OG0000928	1290	0.25	77	77	0.35	0.35	2.74	2.77	36	36	12.52	12.52	Glutamate-1-semialdehyde aminotransferase	H
OG0001362	480	0.26	77	77	0.29	0.3	2.74	2.78	44	43	12.75	12.75	"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)"	H
OG0003766	522	0	3	3	0.94	0.94	2.75	2.75	16	16	15	15	#N/A	#N/A
OG0004089	108	0.67	3	3	0.94	0.94	2.75	2.77	16	16	15	15	#N/A	#N/A
OG0003775	630	0	3	3	0.71	0.71	2.76	2.76	17	17	12	12	deacetylase	S
OG0004788	357	0	2	2	0.97	0.97	2.76	2.76	16	16	15.5	15.5	#N/A	#N/A
OG0003638	172.5	0	4	4	1	1	2.77	2.77	16	16	16	16	#N/A	#N/A
OG0004268	204	0	2	2	0.71	0.71	2.77	2.77	17	17	12	12	#N/A	#N/A
OG0004851	126	0	1	1	1	1	2.77	2.77	16	16	16	16	#N/A	#N/A
OG0004853	330	0	1	1	1	1	2.77	2.77	16	16	16	16	#N/A	#N/A
OG0004865	90	0	1	1	1	1	2.77	2.77	16	16	16	16	#N/A	#N/A
OG0004872	375	0	1	1	1	1	2.77	2.77	16	16	16	16	#N/A	#N/A
OG0004895	621	0	1	1	1	1	2.77	2.77	16	16	16	16	-	-
