OG	Median OG length (bp)	Proportion contexts near scaffold edge	Number of genomes with OG	Number of instances	Context variability score	Context variability score - complete contexts	Context entropy score	Context entropy score - complete contexts	Number of distinct neighbor OGs	Number of distinct OGs from complete contexts	Avg. number of distinct neighbor OGs	Avg. number of distinct neighbor OGs from complete contexts
OG0000294	399.0	0.03	76	87	0.13	0.13	3.81	3.78	128	128	16.95	16.95
OG0000295	1491.0	0.02	56	87	0.05	0.05	5.33	5.3	383	379	19.31	19.31
OG0000296	684.0	0.06	56	86	0.04	0.04	5.69	5.65	464	446	17.15	17.15
OG0000297	1389.0	0.07	77	86	0.16	0.16	3.78	3.79	123	122	19.69	19.69
OG0000298	327.0	0.03	74	86	0.06	0.06	5.2	5.21	327	326	19.72	19.72
OG0000299	354.0	0.05	74	86	0.08	0.08	4.24	4.24	244	242	19.35	19.35
OG0000300	957.0	0.05	76	86	0.1	0.1	4.33	4.36	185	184	18.13	18.13
OG0000301	249.0	0.05	77	86	0.19	0.2	3.53	3.51	102	99	19.38	19.38
OG0000302	1728.0	0.05	77	86	0.11	0.14	3.81	3.7	164	137	18.52	18.52
OG0000303	744.0	0.02	75	86	0.09	0.1	4.25	4.21	224	211	20.24	20.24
OG0000304	399.0	0.06	57	86	0.03	0.03	5.85	5.85	651	635	19.48	19.48
OG0000305	1176.0	0.05	77	85	0.07	0.07	4.52	4.54	249	248	18.53	18.53
OG0000306	3669.0	0.01	77	85	0.35	0.35	3.3	3.3	59	59	20.93	20.93
OG0000307	1245.0	0.08	77	84	0.11	0.15	3.68	3.51	145	110	16.24	16.24
OG0000308	399.0	0.05	77	85	0.12	0.12	3.89	3.91	157	156	18.78	18.78
OG0000309	837.0	0.02	76	85	0.09	0.1	4.27	4.23	225	212	20.44	20.44
OG0000310	321.0	0.19	69	85	0.06	0.06	4.67	4.79	274	271	16.41	16.41
OG0000311	423.0	0.07	19	85	0.04	0.05	5.66	5.59	469	440	20.51	20.51
OG0000312	510.0	0.05	46	85	0.08	0.09	4.8	4.72	240	223	19.04	19.04
OG0000313	867.0	0.02	67	84	0.06	0.06	4.87	4.88	332	331	19.68	19.68
OG0000314	1851.0	0.02	63	84	0.08	0.08	4.59	4.58	232	228	17.52	17.52
OG0000315	792.0	0.05	76	84	0.14	0.14	3.87	3.87	144	143	19.81	19.81
OG0000316	1689.0	0.21	77	84	0.24	0.29	3.28	3.28	75	63	18.24	18.24
OG0000317	1824.0	0.05	77	84	0.44	0.45	3.3	3.3	51	50	22.3	22.3
OG0000318	1407.0	0.08	77	84	0.12	0.13	3.73	3.68	149	143	18.58	18.58
OG0000319	1368.0	0.04	77	84	0.12	0.12	4.04	4.04	189	187	22.05	22.05
OG0000320	346.5	0.11	48	84	0.04	0.04	5.93	5.89	609	577	22.96	22.96
OG0000321	1545.0	0.02	77	84	0.13	0.13	4.43	4.42	145	144	18.55	18.55
OG0000322	1602.0	0.02	71	83	0.09	0.09	4.12	4.09	215	206	18.51	18.51
OG0000323	963.0	0.04	76	83	0.09	0.1	3.84	3.78	199	181	18.17	18.17
OG0000324	786.0	0.05	77	83	0.08	0.09	4.1	4.1	240	235	20.02	20.02
OG0000325	522.0	0.08	77	83	0.08	0.08	4.68	4.68	234	230	17.7	17.7
OG0000326	474.0	0.07	77	83	0.08	0.08	4.29	4.31	267	261	20.66	20.66
OG0000327	1668.0	0.06	77	83	0.19	0.22	3.38	3.27	86	74	16.52	16.52
OG0000328	501.0	0.01	77	83	0.17	0.17	3.49	3.49	122	121	20.25	20.25
OG0000329	1386.0	0.05	77	83	0.12	0.12	3.69	3.7	160	159	19.54	19.54
OG0000330	981.0	0.14	77	83	0.03	0.04	5.4	5.47	457	436	15.66	15.66
OG0000331	1974.0	0.24	77	83	0.31	0.35	3.38	3.36	70	62	21.51	21.51
OG0000332	1842.0	0.06	77	83	0.06	0.07	4.63	4.62	307	297	19.33	19.33
OG0000333	1623.0	0.05	77	82	0.07	0.07	4.73	4.72	254	251	16.68	16.68
OG0000334	762.0	0.01	77	82	0.46	0.46	3.4	3.39	49	49	22.51	22.51
OG0000335	1158.0	0.06	76	82	0.1	0.1	4.5	4.48	177	176	18.1	18.1
OG0000336	1338.0	0.23	77	82	0.19	0.22	3.15	3.15	70	63	13.61	13.61
OG0000337	1506.0	0.23	77	82	0.39	0.4	3.29	3.31	53	51	20.52	20.52
OG0000338	1269.0	0.22	77	82	0.23	0.27	2.91	2.88	52	44	11.99	11.99
OG0000339	1380.0	0.05	77	82	0.2	0.21	3.69	3.69	106	105	21.65	21.65
OG0000340	1161.0	0.06	77	82	0.07	0.07	4.98	4.94	308	300	20.04	20.04
OG0000341	1074.0	0.02	77	82	0.18	0.18	3.55	3.55	113	113	20.06	20.06
OG0000342	2280.0	0.04	77	82	0.42	0.43	3.25	3.25	51	50	21.51	21.51
OG0000343	2802.0	0.04	77	82	0.19	0.19	3.83	3.84	121	121	23.01	23.01
OG0000344	1263.0	0.07	75	82	0.08	0.1	4.14	4.04	221	186	17.98	17.98
OG0000345	1485.0	0.04	77	82	0.27	0.27	3.36	3.37	77	76	20.62	20.62
OG0000346	1122.0	0.09	77	82	0.14	0.17	3.65	3.6	135	114	19.32	19.32
OG0000347	1989.0	0.09	77	82	0.14	0.16	3.69	3.64	140	119	19.45	19.45
OG0000348	606.0	0.09	77	82	0.13	0.15	3.72	3.68	140	122	18.59	18.59
OG0000349	291.0	0.09	77	82	0.13	0.15	3.75	3.71	142	124	18.17	18.17
OG0000350	807.0	0.09	77	82	0.09	0.1	3.99	3.98	198	190	18.79	18.79
OG0000351	1332.0	0.05	77	82	0.1	0.1	3.54	3.46	135	129	13.51	13.51
OG0000352	1881.0	0.01	77	82	0.15	0.15	3.44	3.44	125	125	18.68	18.68
OG0000353	1707.0	0.23	77	82	0.16	0.18	3.11	3.1	72	64	11.39	11.39
OG0000354	955.5	0.54	36	82	0.03	0.05	5.85	5.59	547	368	16.67	16.67
OG0000355	786.0	0.06	66	81	0.04	0.05	5.51	5.47	404	388	17.65	17.65
OG0000356	1695.0	0.05	77	81	0.07	0.08	4.62	4.6	227	219	16.63	16.63
OG0000357	1407.0	0.1	76	81	0.08	0.09	4.07	4.03	215	194	18.14	18.14
OG0000358	1215.0	0.09	77	81	0.12	0.12	3.97	3.95	154	149	18.56	18.56
OG0000359	1152.0	0.02	77	81	0.19	0.19	3.98	3.99	116	115	21.57	21.57
OG0000360	882.0	0.06	63	81	0.06	0.06	5.12	5.06	326	302	18.98	18.98
OG0000361	1089.0	0.07	77	81	0.14	0.16	3.79	3.7	154	134	21.05	21.05
OG0000362	2934.0	0.07	76	81	0.2	0.2	3.62	3.61	106	102	20.79	20.79
OG0000363	537.0	0.05	76	81	0.09	0.09	4.06	4.07	202	200	17.47	17.47
OG0000364	504.0	0.05	76	81	0.09	0.09	4.0	4.01	192	189	17.51	17.51
OG0000365	2631.0	0.02	77	81	0.21	0.21	3.7	3.71	113	113	23.99	23.99
OG0000366	2277.0	0.01	77	81	0.39	0.39	3.19	3.19	51	51	19.91	19.91
OG0000367	1233.0	0.04	77	81	0.24	0.24	3.71	3.71	107	106	25.6	25.6
OG0000368	600.0	0.02	77	81	0.24	0.24	3.59	3.6	91	90	22.05	22.05
OG0000369	1059.0	0.07	77	81	0.24	0.25	3.6	3.58	102	100	24.62	24.62
OG0000370	2700.0	0.06	77	81	0.41	0.44	3.25	3.23	52	49	21.35	21.35
OG0000371	819.0	0.01	77	81	0.13	0.13	3.48	3.49	139	139	18.28	18.28
OG0000372	2616.0	0.02	77	81	0.26	0.26	3.4	3.39	73	73	19.05	19.05
OG0000373	1287.0	0.04	77	81	0.29	0.29	3.1	3.09	58	57	16.78	16.78
OG0000374	2400.0	0.02	77	81	0.25	0.25	3.28	3.29	76	76	18.8	18.8
OG0000375	873.0	0.09	77	81	0.16	0.16	3.53	3.52	110	107	17.4	17.4
OG0000376	3570.0	0.04	77	81	0.18	0.18	3.58	3.59	116	115	20.3	20.3
OG0000377	1614.0	0.07	77	81	0.09	0.09	4.03	4.06	220	219	19.53	19.53
OG0000378	978.0	0.05	77	81	0.2	0.2	3.46	3.47	106	106	20.83	20.83
OG0000379	1650.0	0.07	77	81	0.06	0.06	4.83	4.84	275	274	16.81	16.81
OG0000380	1008.0	0.1	75	81	0.15	0.16	3.56	3.55	111	109	17.11	17.11
OG0000381	1761.0	0.05	77	81	0.1	0.11	3.99	3.99	195	192	20.2	20.2
OG0000382	966.0	0.05	72	81	0.24	0.25	3.33	3.32	78	75	18.9	18.9
OG0000383	825.0	0.05	77	81	0.09	0.09	4.23	4.23	226	225	21.1	21.1
OG0000384	2838.0	0.04	77	81	0.19	0.19	3.38	3.38	95	93	18.11	18.11
OG0000385	1272.0	0.04	77	81	0.31	0.32	3.13	3.13	58	57	18.05	18.05
OG0000386	702.0	0.02	77	81	0.25	0.26	3.65	3.64	91	88	23.2	23.2
OG0000387	1215.0	0.27	77	81	0.13	0.14	3.13	3.19	94	91	12.52	12.52
OG0000388	1923.0	0.07	77	81	0.12	0.12	3.98	3.96	126	125	15.47	15.47
OG0000389	1389.0	0.04	77	81	0.08	0.08	4.25	4.25	248	247	20.07	20.07
OG0000390	756.0	0.02	77	81	0.09	0.09	4.27	4.28	233	232	20.27	20.27
OG0000391	168.0	0.07	44	81	0.08	0.08	5.41	5.4	478	475	37.38	37.38
OG0000392	1008.0	0.05	61	81	0.07	0.07	4.62	4.6	281	280	20.49	20.49
OG0000393	1254.0	0.02	48	81	0.05	0.05	5.48	5.46	399	398	18	18
OG0000394	936.0	0.07	59	80	0.04	0.04	5.45	5.43	438	414	17.85	17.85
OG0000395	1371.0	0.23	77	80	0.15	0.15	3.46	3.5	106	104	15.9	15.9
OG0000396	630.0	0.07	74	80	0.13	0.14	3.88	3.87	135	130	18.19	18.19
OG0000397	603.0	0.05	77	80	0.08	0.08	4.77	4.76	218	217	17.43	17.43
OG0000398	993.0	0.04	76	80	0.12	0.12	4.0	3.98	151	145	18.09	18.09
OG0000399	1371.0	0.01	77	80	0.17	0.17	3.55	3.55	103	103	17.84	17.84
OG0000400	1056.0	0.04	77	80	0.16	0.16	3.52	3.53	108	107	17.34	17.34
OG0000401	756.0	0.03	77	80	0.26	0.26	3.85	3.85	87	87	22.27	22.27
OG0000402	945.0	0.04	77	80	0.21	0.21	3.95	3.94	162	161	34.36	34.36
OG0000403	1443.0	0.03	66	80	0.05	0.05	5.13	5.12	409	406	20.54	20.54
OG0000404	1066.5	0.1	77	80	0.25	0.26	3.35	3.35	73	70	18.14	18.14
OG0000405	861.0	0.07	77	80	0.26	0.27	3.37	3.37	70	69	18.5	18.5
OG0000406	360.0	0.25	77	80	0.39	0.4	2.92	2.94	41	40	15.93	15.93
OG0000407	1536.0	0.23	76	80	0.19	0.21	3.0	3.02	72	67	13.97	13.97
OG0000408	1293.0	0.05	77	80	0.12	0.13	3.73	3.73	157	151	19.61	19.61
OG0000409	1071.0	0.04	77	80	0.17	0.17	3.51	3.52	116	116	19.99	19.99
OG0000410	1113.0	0.12	75	80	0.15	0.15	3.61	3.63	120	118	18.26	18.26
OG0000411	240.0	0.05	76	80	0.09	0.09	3.99	4.01	188	186	17.11	17.11
OG0000412	1590.0	0.06	77	80	0.11	0.11	3.99	3.99	212	206	22.6	22.6
OG0000413	1485.0	0.05	77	80	0.32	0.32	3.43	3.43	72	71	22.69	22.69
OG0000414	1182.0	0.05	77	80	0.27	0.27	3.44	3.45	81	80	21.59	21.59
OG0000415	1323.0	0.03	77	80	0.27	0.28	3.11	3.09	63	60	16.79	16.79
OG0000416	1125.0	0.01	77	80	0.17	0.17	3.43	3.43	100	100	17.44	17.44
OG0000417	465.0	0.03	77	80	0.19	0.19	3.42	3.4	98	96	18.66	18.66
OG0000418	1116.0	0.06	77	80	0.16	0.18	3.38	3.33	109	97	17.26	17.26
OG0000419	1494.0	0.0	77	80	0.51	0.51	3.06	3.06	38	38	19.4	19.4
OG0000420	924.0	0.01	77	80	0.49	0.5	3.06	3.06	39	38	19.12	19.12
OG0000421	1002.0	0.04	77	80	0.26	0.26	3.42	3.42	86	85	21.99	21.99
OG0000422	261.0	0.03	77	80	0.41	0.41	3.22	3.22	52	52	21.51	21.51
OG0000423	720.0	0.05	77	80	0.23	0.23	3.53	3.53	98	97	22.69	22.69
OG0000424	939.0	0.03	77	80	0.42	0.42	3.27	3.27	53	53	22.25	22.25
OG0000425	759.0	0.03	77	80	0.42	0.42	3.28	3.28	53	52	22.06	22.06
OG0000426	975.0	0.05	76	80	0.26	0.26	3.61	3.6	99	98	25.61	25.61
OG0000427	816.0	0.05	77	80	0.27	0.27	3.35	3.35	73	73	19.98	19.98
OG0000428	882.0	0.01	77	79	0.22	0.22	3.51	3.51	90	90	19.97	19.97
OG0000429	957.0	0.03	77	80	0.17	0.17	3.52	3.53	120	120	20.73	20.73
OG0000430	1062.0	0.06	77	80	0.14	0.15	3.87	3.86	154	149	22.18	22.18
OG0000431	1146.0	0.01	77	80	0.32	0.32	3.22	3.21	57	57	18.2	18.2
OG0000432	831.0	0.0	77	80	0.28	0.28	3.12	3.12	60	60	16.96	16.96
OG0000433	1407.0	0.05	77	80	0.35	0.37	3.18	3.18	54	51	18.96	18.96
OG0000434	1167.0	0.06	77	80	0.19	0.19	3.43	3.42	94	92	17.5	17.5
OG0000435	2037.0	0.01	77	80	0.18	0.18	3.58	3.58	109	108	19.85	19.85
OG0000436	2403.0	0.05	77	80	0.26	0.26	3.49	3.48	84	83	21.54	21.54
OG0000437	927.0	0.05	77	80	0.2	0.21	3.41	3.4	94	93	19.24	19.24
OG0000438	612.0	0.07	77	80	0.27	0.3	3.26	3.23	71	63	19.19	19.19
OG0000439	627.0	0.05	77	80	0.28	0.28	3.32	3.33	74	74	20.55	20.55
OG0000440	1173.0	0.04	77	80	0.24	0.25	3.41	3.4	86	82	20.56	20.56
OG0000441	1845.0	0.06	77	80	0.19	0.2	3.45	3.45	102	99	19.77	19.77
OG0000442	2610.0	0.04	77	80	0.17	0.17	3.33	3.32	99	96	16.66	16.66
OG0000443	3657.0	0.04	77	80	0.2	0.2	3.12	3.12	72	72	14.71	14.71
OG0000444	963.0	0.06	65	80	0.06	0.07	4.33	4.24	265	244	16.81	16.81
OG0000445	1065.0	0.07	77	80	0.26	0.27	3.58	3.57	91	89	23.82	23.82
OG0000446	943.5	0.07	77	80	0.1	0.1	3.89	3.85	192	180	18.56	18.56
OG0000447	1440.0	0.05	77	80	0.12	0.12	3.77	3.78	154	154	19.11	19.11
OG0000448	2106.0	0.05	77	80	0.13	0.13	3.66	3.67	155	154	19.73	19.73
OG0000449	882.0	0.06	77	80	0.24	0.24	3.31	3.31	72	70	17.06	17.06
OG0000450	444.0	0.04	77	80	0.17	0.19	3.82	3.76	129	118	22.38	22.38
OG0000451	930.0	0.01	76	80	0.14	0.14	4.02	4.01	158	157	21.61	21.61
OG0000452	1299.0	0.06	77	80	0.14	0.14	4.05	4.04	151	150	20.39	20.39
OG0000453	870.0	0.09	77	80	0.08	0.08	4.45	4.44	275	260	21.1	21.1
OG0000454	501.0	0.05	77	80	0.45	0.48	3.11	3.09	42	40	19.01	19.01
OG0000455	399.0	0.04	77	80	0.43	0.44	3.1	3.09	43	42	18.52	18.52
OG0000456	933.0	0.26	77	80	0.33	0.35	2.84	2.86	44	42	14.49	14.49
OG0000457	2101.5	0.26	77	80	0.39	0.4	2.9	2.93	40	39	15.71	15.71
OG0000458	381.0	0.01	77	80	0.27	0.27	3.28	3.27	74	74	20.06	20.06
OG0000459	1344.0	0.26	77	80	0.28	0.33	3.19	3.16	58	50	16.26	16.26
OG0000460	2259.0	0.04	62	80	0.05	0.06	5.23	5.21	363	353	19.66	19.66
OG0000461	570.0	0.01	77	80	0.09	0.09	4.44	4.45	241	241	21.9	21.9
OG0000462	2244.0	0.07	76	80	0.06	0.06	4.68	4.69	311	304	19.6	19.6
OG0000463	589.5	0.04	34	80	0.03	0.03	5.92	5.9	546	527	18	18
OG0000464	447.0	0.01	77	79	0.2	0.2	3.33	3.33	82	82	16.09	16.09
OG0000465	363.0	0.06	76	79	0.1	0.1	4.21	4.18	175	172	17.46	17.46
OG0000466	357.0	0.01	77	79	0.14	0.14	3.96	3.95	133	129	18.7	18.7
OG0000467	609.0	0.04	77	79	0.2	0.21	3.74	3.74	100	98	20.15	20.15
OG0000468	645.0	0.05	76	79	0.22	0.22	3.61	3.61	89	89	19.58	19.58
OG0000469	804.0	0.01	77	79	0.13	0.13	4.03	4.03	205	205	27.63	27.63
OG0000470	249.0	0.04	42	79	0.09	0.09	5.33	5.34	455	455	39.33	39.33
OG0000471	1956.0	0.06	76	79	0.15	0.15	3.73	3.72	124	122	18.73	18.73
OG0000472	1239.0	0.04	77	79	0.54	0.54	3.26	3.26	44	44	23.86	23.86
OG0000473	1509.0	0.03	77	79	0.48	0.48	3.41	3.4	54	54	25.89	25.89
OG0000474	1266.0	0.06	77	79	0.22	0.22	3.57	3.57	116	116	25.52	25.52
OG0000475	1512.0	0.08	77	79	0.27	0.27	3.44	3.44	82	81	21.99	21.99
OG0000476	1371.0	0.23	76	79	0.31	0.34	2.82	2.82	45	41	13.75	13.75
OG0000477	1770.0	0.23	77	79	0.27	0.29	3.11	3.13	60	56	16.35	16.35
OG0000478	465.0	0.04	77	79	0.15	0.15	3.45	3.45	121	120	17.78	17.78
OG0000479	1041.0	0.05	77	79	0.17	0.17	3.81	3.8	131	128	22.16	22.16
OG0000480	1068.0	0.05	77	79	0.3	0.3	3.32	3.33	64	64	19.35	19.35
OG0000481	1470.0	0.05	77	79	0.32	0.32	3.27	3.27	59	59	18.87	18.87
OG0000482	2196.0	0.04	77	79	0.17	0.18	3.38	3.38	107	106	18.66	18.66
OG0000483	1362.0	0.04	77	79	0.15	0.15	3.56	3.54	130	126	18.91	18.91
OG0000484	1035.0	0.06	76	79	0.08	0.09	4.02	4.04	232	229	19.49	19.49
OG0000485	924.0	0.06	76	79	0.07	0.07	4.22	4.25	283	281	19.86	19.86
OG0000486	1398.0	0.06	76	79	0.08	0.08	4.27	4.3	275	273	21.35	21.35
OG0000487	1002.0	0.06	77	79	0.2	0.23	3.44	3.42	99	90	20.27	20.27
OG0000488	1638.0	0.04	77	79	0.18	0.18	3.41	3.42	110	110	19.85	19.85
OG0000489	1314.0	0.03	77	79	0.31	0.31	3.11	3.11	57	56	17.48	17.48
OG0000490	495.0	0.01	77	79	0.32	0.32	3.11	3.11	53	53	16.89	16.89
OG0000491	1263.0	0.04	77	79	0.15	0.2	3.43	3.33	110	83	16.44	16.44
OG0000492	774.0	0.05	76	79	0.16	0.16	3.62	3.62	126	125	19.96	19.96
OG0000493	504.0	0.05	77	79	0.14	0.15	3.41	3.4	119	116	17.03	17.03
OG0000494	867.0	0.03	77	79	0.31	0.31	3.02	3.03	52	52	15.96	15.96
OG0000495	1698.0	0.0	77	79	0.35	0.35	2.99	2.99	47	47	16.22	16.22
OG0000496	873.0	0.01	77	79	0.32	0.33	2.97	2.97	47	46	15.23	15.23
OG0000497	561.0	0.03	75	79	0.22	0.22	3.56	3.56	95	95	20.81	20.81
OG0000498	456.0	0.03	77	79	0.26	0.26	3.43	3.44	86	86	22.01	22.01
OG0000499	1008.0	0.06	77	79	0.22	0.22	3.68	3.67	112	111	24.1	24.1
OG0000500	678.0	0.04	77	79	0.34	0.34	3.36	3.35	68	67	22.92	22.92
OG0000501	462.0	0.03	77	79	0.33	0.34	3.32	3.31	65	64	21.66	21.66
OG0000502	1125.0	0.03	77	79	0.43	0.44	3.24	3.24	51	50	21.84	21.84
OG0000503	753.0	0.03	77	79	0.4	0.4	3.22	3.22	53	53	21.41	21.41
OG0000504	1101.0	0.03	77	79	0.35	0.35	3.27	3.27	59	59	20.84	20.84
OG0000505	774.0	0.04	77	79	0.22	0.22	3.45	3.44	92	91	20.47	20.47
OG0000506	543.0	0.04	77	79	0.34	0.34	3.52	3.52	71	71	24.25	24.25
OG0000507	1068.0	0.05	77	79	0.32	0.32	3.55	3.54	81	79	25.57	25.57
OG0000508	1350.0	0.05	77	78	0.35	0.35	3.54	3.54	76	76	26.73	26.73
OG0000509	1677.0	0.08	77	79	0.3	0.31	3.45	3.45	73	72	21.97	21.97
OG0000510	1422.0	0.08	76	79	0.31	0.31	3.42	3.43	66	66	20.43	20.43
OG0000511	1485.0	0.05	77	79	0.21	0.21	3.48	3.48	100	100	21.23	21.23
OG0000512	969.0	0.03	77	79	0.37	0.38	3.17	3.17	53	52	19.81	19.81
OG0000513	483.0	0.01	77	79	0.21	0.21	3.43	3.44	98	98	20.42	20.42
OG0000514	840.0	0.01	77	79	0.19	0.19	3.4	3.41	107	107	20.42	20.42
OG0000515	1473.0	0.0	77	79	0.23	0.23	3.49	3.49	95	95	22.13	22.13
OG0000516	792.0	0.04	77	79	0.18	0.18	3.65	3.65	109	108	19.72	19.72
OG0000517	1890.0	0.04	77	79	0.19	0.2	3.65	3.65	107	106	20.86	20.86
OG0000518	1260.0	0.08	77	79	0.17	0.18	3.79	3.78	107	105	18.53	18.53
OG0000519	3030.0	0.06	77	79	0.19	0.2	3.41	3.41	101	100	19.56	19.56
OG0000520	1989.0	0.06	77	79	0.18	0.18	3.46	3.46	110	109	19.63	19.63
OG0000521	804.0	0.08	77	79	0.17	0.18	3.71	3.7	127	120	21.87	21.87
OG0000522	1674.0	0.03	77	79	0.23	0.23	3.35	3.35	82	82	18.91	18.91
OG0000523	4317.0	0.04	77	79	0.25	0.25	3.39	3.39	82	82	20.53	20.53
OG0000524	1701.0	0.04	77	79	0.31	0.31	3.18	3.19	59	59	18.43	18.43
OG0000525	2070.0	0.06	77	79	0.24	0.25	3.3	3.28	78	75	19.08	19.08
OG0000526	732.0	0.04	77	79	0.21	0.21	3.48	3.48	92	91	19.03	19.03
OG0000527	624.0	0.0	77	79	0.13	0.13	3.7	3.7	146	146	18.61	18.61
OG0000528	3174.0	0.05	77	79	0.17	0.17	3.58	3.57	119	116	20.22	20.22
OG0000529	894.0	0.05	77	79	0.2	0.2	3.46	3.45	91	90	17.94	17.94
OG0000530	528.0	0.05	77	79	0.22	0.23	3.38	3.37	79	77	17.58	17.58
OG0000531	918.0	0.05	77	79	0.23	0.24	3.36	3.35	77	75	17.75	17.75
OG0000532	2751.0	0.03	77	78	0.25	0.25	3.39	3.38	82	80	20.26	20.26
OG0000533	1173.0	0.03	77	79	0.3	0.3	3.29	3.29	66	66	19.68	19.68
OG0000534	1407.0	0.04	77	79	0.32	0.32	3.27	3.27	61	60	19.34	19.34
OG0000535	2235.0	0.08	77	79	0.13	0.13	3.74	3.76	163	162	21.85	21.85
OG0000536	510.0	0.1	77	79	0.06	0.06	4.44	4.45	307	298	19.06	19.06
OG0000537	315.0	0.1	77	79	0.1	0.11	3.54	3.52	162	154	16.66	16.66
OG0000538	462.0	0.05	77	79	0.23	0.24	3.42	3.4	89	86	20.28	20.28
OG0000539	1407.0	0.05	77	79	0.2	0.2	3.46	3.46	108	107	21.22	21.22
OG0000540	543.0	0.04	77	79	0.24	0.25	3.39	3.38	83	79	20.05	20.05
OG0000541	1248.0	0.09	77	79	0.16	0.16	3.6	3.6	103	103	16.13	16.13
OG0000542	1674.0	0.1	77	79	0.1	0.1	4.0	3.98	203	192	19.3	19.3
OG0000543	1359.0	0.06	77	79	0.09	0.1	4.08	4.05	216	205	19.95	19.95
OG0000544	747.0	0.05	76	79	0.22	0.23	3.28	3.27	79	76	17.14	17.14
OG0000545	1497.0	0.05	77	79	0.23	0.23	3.51	3.51	95	93	21.7	21.7
OG0000546	1209.0	0.06	77	79	0.28	0.29	3.51	3.51	83	80	23.11	23.11
OG0000547	1320.0	0.05	77	79	0.13	0.13	3.89	3.89	175	174	22.08	22.08
OG0000548	1068.0	0.06	71	79	0.1	0.1	4.1	4.09	214	209	21.06	21.06
OG0000549	762.0	0.04	77	79	0.09	0.09	4.23	4.21	259	251	23.13	23.13
OG0000550	540.0	0.03	77	79	0.12	0.12	4.32	4.31	230	229	26.52	26.52
OG0000551	2532.0	0.05	77	79	0.33	0.34	3.1	3.09	52	50	17.18	17.18
OG0000552	1056.0	0.03	77	79	0.2	0.2	3.04	3.04	71	71	14.22	14.22
OG0000553	1515.0	0.01	77	79	0.21	0.21	3.19	3.19	76	76	15.67	15.67
OG0000554	963.0	0.01	77	79	0.21	0.21	3.18	3.18	74	74	15.77	15.77
OG0000555	1779.0	0.01	77	79	0.23	0.23	3.22	3.23	74	74	16.82	16.82
OG0000556	1479.0	0.05	77	79	0.11	0.11	4.06	4.06	199	198	21.99	21.99
OG0000557	879.0	0.08	77	79	0.1	0.1	4.28	4.27	220	208	21.39	21.39
OG0000558	3624.0	0.04	77	79	0.27	0.27	3.39	3.39	75	74	20.3	20.3
OG0000559	3552.0	0.04	77	79	0.41	0.42	3.2	3.2	51	50	21.15	21.15
OG0000560	423.0	0.03	77	79	0.49	0.49	3.01	3.01	36	36	17.8	17.8
OG0000561	549.0	0.03	77	79	0.49	0.49	3.05	3.05	37	37	18.19	18.19
OG0000562	579.0	0.03	77	79	0.48	0.48	3.05	3.04	39	39	18.66	18.66
OG0000563	750.0	0.03	77	79	0.46	0.46	3.13	3.13	42	42	19.25	19.25
OG0000564	1401.0	0.03	77	79	0.46	0.46	3.2	3.19	45	45	20.67	20.67
OG0000565	552.0	0.28	77	79	0.19	0.2	3.03	3.04	71	66	13.32	13.32
OG0000566	1488.0	0.25	77	77	0.25	0.26	2.88	2.93	49	48	12.34	12.34
OG0000567	1191.0	0.04	77	79	0.39	0.39	3.16	3.16	49	49	19.29	19.29
OG0000568	1536.0	0.0	77	79	0.44	0.44	3.12	3.12	44	44	19.48	19.48
OG0000569	3513.0	0.03	77	79	0.43	0.44	3.24	3.23	50	49	21.67	21.67
OG0000570	726.0	0.24	77	79	0.3	0.36	3.2	3.16	61	51	18.44	18.44
OG0000571	4500.0	0.18	68	79	0.16	0.18	3.6	3.6	107	96	17.44	17.44
OG0000572	669.0	0.04	77	79	0.06	0.06	4.42	4.42	300	298	19.25	19.25
OG0000573	1524.0	0.01	77	79	0.08	0.08	4.59	4.59	273	273	22.99	22.99
OG0000574	1383.0	0.56	77	79	0.08	0.11	4.07	3.87	191	127	14.34	14.34
OG0000575	948.0	0.05	57	79	0.12	0.12	4.25	4.25	159	157	19.49	19.49
OG0000576	1056.0	0.03	47	79	0.03	0.03	5.99	5.98	635	629	18.08	18.08
OG0000577	5775.0	0.0	17	79	0.1	0.1	4.51	4.51	151	151	15.54	15.54
OG0000578	234.0	0.55	77	78	0.21	0.24	2.98	3.08	56	49	11.68	11.68
OG0000579	1116.0	0.55	77	78	0.2	0.26	3.07	3.12	63	49	12.67	12.67
OG0000580	1926.0	0.55	77	78	0.22	0.3	3.18	3.2	67	48	14.45	14.45
OG0000581	912.0	0.01	77	78	0.18	0.18	3.35	3.36	88	88	15.54	15.54
OG0000582	1968.0	0.03	77	78	0.19	0.19	3.35	3.34	87	85	16.36	16.36
OG0000583	702.0	0.03	77	78	0.07	0.07	3.99	4.0	234	233	16.55	16.55
OG0000584	1833.0	0.04	77	78	0.06	0.06	4.21	4.22	273	270	17.29	17.29
OG0000585	1335.0	0.04	77	78	0.06	0.06	4.37	4.37	303	296	16.96	16.96
OG0000586	783.0	0.06	77	78	0.05	0.05	4.48	4.46	314	301	16.46	16.46
OG0000587	792.0	0.05	77	78	0.05	0.05	4.73	4.73	371	360	17.33	17.33
OG0000588	705.0	0.0	16	78	0.05	0.05	4.84	4.84	254	254	13.41	13.41
OG0000589	732.0	0.08	76	78	0.14	0.14	3.86	3.84	131	127	18.26	18.26
OG0000590	1071.0	0.05	77	78	0.21	0.22	3.62	3.63	88	86	18.88	18.88
